578	100
1902323	1902666	2	0	0	2
1919180	1919425	1	3	0	1
1942062	1942140	2	0	1	2
1956016	1956076	2	0	2	2
1993859	1993942	1	2	0	1
1997910	1997961	1	2	0	1
2037613	2037671	1	0	0	1
2045322	2045406	2	0	0	2
2057711	2057784	2	0	0	2
2058204	2058430	1	0	2	1
2088011	2088061	2	1	0	2
2090228	2090409	2	0	2	2
2103749	2103801	1	0	2	1
2118646	2118699	2	1	0	2
2118768	2118839	2	2	0	2
2122699	2122735	2	0	0	2
2172269	2172429	2	1	0	2
2179238	2179548	1	0	2	1
2221523	2222092	1	1	3	1
2227501	2227603	1	1	0	1
2255801	2255854	2	0	2	2
2258004	2258048	1	0	0	1
2258941	2258971	1	0	0	1
2262621	2262681	1	2	0	1
2266891	2267050	1	0	0	1
2277529	2277584	1	1	1	1
2293521	2293572	2	0	0	2
2298857	2299159	2	0	0	2
2342576	2342687	2	2	0	2
2355897	2355948	1	1	0	1
2392726	2392933	1	0	0	1
2452969	2453033	1	1	0	1
2456785	2456834	1	0	0	1
2481068	2481165	1	2	0	1
2489640	2489781	2	0	1	2
2502082	2502131	2	0	0	2
2505478	2505854	2	0	1	2
2519466	2519571	2	0	1	2
2523543	2523657	2	0	0	2
2530308	2530379	1	4	0	1
2533088	2533169	1	0	0	1
2584261	2584307	1	0	0	1
2599731	2599785	2	0	0	2
2608876	2608938	1	2	0	1
2621627	2621774	1	0	0	1
2630770	2630826	2	2	2	2
2631051	2631098	1	0	1	1
2644882	2644974	2	0	0	2
2646789	2646885	2	0	3	2
2658841	2658968	2	0	2	2
2660076	2660208	1	0	0	1
2694500	2694548	2	0	0	2
2716360	2716681	2	0	0	2
2719225	2719280	1	2	0	1
2767672	2767799	1	1	0	1
2770084	2770237	1	1	2	1
2770468	2770565	1	1	0	1
2796418	2796648	1	0	0	1
2895263	2896165	2	0	0	2
2897974	2898203	2	0	0	2
2921227	2921528	2	0	2	2
2922739	2923161	2	0	2	2
2923927	2924007	1	0	0	1
2943847	2943899	1	2	0	1
2958762	2958901	1	2	0	1
2961317	2961377	1	0	5	1
2979709	2979810	1	1	0	1
3037671	3037731	1	1	1	1
3055703	3055763	2	0	3	2
3067518	3067572	1	0	0	1
3069120	3069170	2	0	2	2
3074508	3074560	2	0	0	2
3102008	3102285	2	0	3	2
3115700	3115776	2	0	1	2
3134477	3134544	2	0	1	2
3134687	3134762	2	0	0	2
3144352	3144457	2	0	0	2
3146430	3146502	1	1	0	1
3172050	3172119	2	1	0	2
3186728	3186794	1	0	1	1
3195627	3195676	1	0	0	1
3224373	3224469	2	0	0	2
3226936	3226994	2	0	0	2
3233043	3233145	1	1	0	1
3235574	3235634	1	2	0	1
3241418	3241529	1	0	1	1
3247415	3247461	2	0	2	2
3253119	3253189	1	0	1	1
3265529	3265575	1	0	0	1
3296646	3296740	2	0	2	2
3320697	3321019	2	0	0	2
3347366	3347425	2	1	2	2
3371021	3371084	1	1	0	1
3386045	3386131	2	0	2	2
3404541	3404605	1	0	1	1
3407713	3407813	1	1	0	1
3421127	3421167	1	0	0	1
3425447	3425498	1	1	0	1
3434830	3434876	1	1	0	1
3524038	3524102	2	0	3	2
3527561	3527627	1	0	0	1
3528788	3528838	1	0	0	1
3552260	3552447	2	0	0	2
3556581	3556678	2	1	0	2
3557433	3557491	1	0	0	1
3569220	3569281	2	1	2	2
3583867	3584084	1	1	0	1
3589156	3589225	2	0	1	2
3606751	3606811	1	3	0	1
3608806	3608861	2	1	0	2
3660364	3660417	1	0	0	1
3673116	3673169	1	1	1	1
3673549	3673604	1	2	2	1
3680043	3680102	2	0	0	2
3685984	3686039	2	1	0	2
3712146	3712222	2	0	0	2
3712681	3712745	2	0	2	2
3712833	3712886	2	0	0	2
3713125	3713284	1	1	0	1
3734514	3734568	2	1	2	2
3734947	3735004	1	1	0	1
3744706	3744769	2	0	0	2
3752664	3752862	1	1	1	1
3754874	3754942	2	0	2	2
3761668	3761725	1	1	0	1
3773598	3773654	2	0	0	2
3891225	3891275	2	0	2	2
3933749	3933799	1	0	0	1
3938074	3938128	1	0	0	1
3965242	3965308	2	0	3	2
3980768	3980818	2	0	2	2
3991626	3991682	1	0	0	1
4010166	4010277	1	0	0	1
4031949	4032007	1	0	0	1
4040712	4040773	1	2	1	1
4076604	4076654	2	0	0	2
4078846	4079175	2	2	1	2
4098588	4098639	1	2	1	1
4111458	4111522	2	0	1	2
4133166	4133212	1	0	0	1
4179597	4179648	2	0	0	2
4241116	4241168	2	0	2	2
4244993	4245084	2	0	0	2
4270827	4270890	2	0	1	2
4271390	4271399	1	0	0	1
4276615	4276691	2	2	1	2
4328429	4328478	2	0	1	2
4353715	4353757	2	0	1	2
4373188	4373416	2	1	1	2
4393670	4393730	1	1	1	1
4411753	4412055	1	0	0	1
4416767	4416816	1	1	1	1
4437116	4437170	2	0	0	2
4445405	4445450	2	0	0	2
4470699	4470763	1	2	2	1
4494047	4494085	1	1	0	1
4501992	4502092	2	0	1	2
4505140	4505182	2	1	1	2
4514246	4514282	2	1	0	2
4519255	4519358	1	3	1	1
4601393	4601451	2	0	1	2
4611552	4611607	1	2	0	1
4622117	4622174	1	2	0	1
4669016	4669049	1	0	0	1
4670680	4670732	1	0	1	1
4677956	4678002	2	0	0	2
4687054	4687109	2	0	1	2
4727671	4727729	1	0	0	1
4734430	4734479	2	1	1	2
4747429	4747474	2	0	0	2
4754657	4754703	2	2	1	2
4774626	4774673	1	0	0	1
4812640	4812676	2	1	1	2
4846054	4846119	2	0	0	2
4853259	4853309	2	3	0	2
4878513	4878577	1	1	0	1
4910807	4910923	2	0	1	2
4912889	4912948	2	1	0	2
4922446	4922555	1	1	0	1
4952273	4952342	1	0	2	1
4961016	4961469	1	3	0	1
4971345	4971563	2	2	1	2
4984535	4984591	1	2	0	1
4991310	4991833	1	0	2	1
4993613	4993677	2	0	1	2
4996944	4996981	2	1	1	2
5036957	5037014	1	0	0	1
5046963	5047012	1	1	1	1
5061349	5061536	1	2	0	1
5070138	5070215	2	1	0	2
5092896	5092945	2	0	0	2
5095196	5095249	1	1	0	1
5100850	5100890	1	4	0	1
5117294	5117345	1	0	0	1
5135457	5135487	2	0	0	2
5137112	5137160	1	2	1	1
5154846	5154894	1	1	1	1
5167777	5167831	1	1	0	1
5172056	5172141	2	0	0	2
5195562	5195617	2	0	1	2
5506882	5507304	1	0	1	1
5525380	5525419	2	2	0	2
5526119	5526149	2	1	1	2
5526784	5527001	1	0	1	1
5527445	5527480	1	1	0	1
5527888	5527922	1	2	1	1
5528539	5528594	1	0	0	1
5528759	5528787	1	2	0	1
5530528	5530653	2	0	0	2
5530902	5531275	2	0	1	2
5588551	5588597	2	0	0	2
5631391	5631442	1	0	1	1
5632328	5632415	1	0	0	1
5633962	5634012	2	0	2	2
5681966	5682017	1	0	0	1
5691977	5692068	2	0	0	2
5715880	5716459	1	0	1	1
5716687	5716742	1	0	0	1
5724357	5724470	2	0	1	2
5736948	5737003	1	2	0	1
5739407	5739578	2	0	0	2
5777882	5777934	2	0	0	2
5782383	5782587	1	1	0	1
5827222	5827289	2	0	3	2
5848186	5848277	2	0	0	2
5849618	5849673	2	0	0	2
5854783	5854835	2	1	1	2
5863419	5863629	2	1	1	2
5882386	5882489	2	1	1	2
5887068	5887112	2	0	0	2
5892454	5892530	1	0	0	1
5895585	5895782	1	1	0	1
5911869	5911923	2	0	0	2
5930415	5930550	1	0	0	1
5962511	5962583	1	0	0	1
5972433	5972771	1	2	0	1
5972786	5973043	1	0	0	1
5986360	5986418	1	0	1	1
5998027	5998085	2	0	0	2
5998729	5998831	1	0	1	1
5999034	5999110	1	0	1	1
6019869	6019920	1	1	1	1
6025769	6025868	1	2	0	1
6031320	6031375	2	1	0	2
6040705	6040864	2	1	0	2
6041610	6041676	2	0	0	2
6043894	6044006	1	1	1	1
6047975	6048031	2	1	1	2
6077271	6077821	1	0	1	1
6126931	6127040	0	1	1	1
6129285	6129336	1	1	1	1
6130578	6130647	1	0	0	1
6139836	6139942	2	0	0	2
6141181	6141280	0	0	0	2
6143351	6143396	2	0	1	2
6147730	6147806	1	0	0	1
6148352	6148457	1	1	0	1
6149291	6149409	1	3	0	1
6162320	6162517	1	0	2	1
6177676	6177732	1	1	0	1
6202889	6202931	2	0	0	2
6204988	6205054	1	0	0	1
6210248	6210303	2	0	0	2
6212835	6212893	1	0	0	1
6227334	6227379	1	1	0	1
6296781	6296828	1	1	0	1
6340317	6340376	1	0	1	1
6350705	6350978	1	0	0	1
6376322	6376370	2	0	5	2
6388292	6388357	1	0	0	1
6389914	6390070	1	1	0	1
6405233	6405281	1	1	0	1
6419764	6419824	2	0	0	2
6444077	6444119	1	0	2	1
6502844	6502909	1	0	0	1
6514328	6514395	1	1	2	1
6562127	6562234	2	0	0	2
6571221	6571489	2	0	1	2
6601804	6602057	2	0	1	2
6602195	6602449	2	2	1	2
6633704	6633838	2	2	1	2
6645769	6645818	2	0	0	2
6651469	6651616	1	0	2	1
6680200	6680233	2	1	0	2
6681447	6681508	1	0	0	1
6685787	6685905	2	1	3	2
6719471	6719520	1	0	0	1
6743400	6743479	2	0	1	2
6748104	6748154	1	0	0	1
6756335	6756447	1	0	0	1
6756616	6756677	1	0	0	1
6762952	6763030	2	0	0	2
6773640	6773750	2	0	2	2
6778342	6778401	1	0	0	1
6779786	6779833	1	1	1	1
6798476	6798575	2	2	0	2
6803417	6803613	1	2	1	1
6819580	6819664	1	1	0	1
6828860	6828930	1	0	0	1
6836486	6836599	1	1	0	1
6848121	6848182	1	3	2	1
6887640	6887693	1	2	0	1
6895483	6895533	1	1	3	1
6923450	6923535	1	0	1	1
6928207	6928266	2	0	0	2
6960519	6960558	2	0	0	2
6964862	6964922	1	0	0	1
6973452	6973506	2	0	0	2
7028831	7028936	2	0	0	2
7067851	7067910	1	0	0	1
7086550	7086609	2	0	1	2
7094099	7094185	2	0	0	2
7098010	7098087	2	0	2	2
7127093	7127140	2	0	2	2
7152726	7152804	2	3	0	2
7182048	7182107	1	0	0	1
7191075	7191190	1	1	0	1
7238905	7239021	1	0	2	1
7256921	7257004	2	0	0	2
7264457	7264510	2	0	0	2
7299920	7300727	1	0	0	1
7303936	7304002	1	2	0	1
7329038	7329099	2	1	0	2
7346283	7346332	1	1	2	1
7356134	7356187	1	0	0	1
7357605	7357715	1	1	1	1
7431059	7431445	1	0	0	1
7450190	7450561	1	0	1	1
7450652	7450702	1	0	0	1
7457579	7457635	1	0	0	1
7486795	7486908	2	0	0	2
7506692	7506754	2	0	1	2
7517494	7517600	2	1	0	2
7519961	7520046	2	0	0	2
7539319	7539381	2	0	2	2
7579435	7579531	2	0	1	2
7611463	7611524	2	1	0	2
7621169	7621208	2	0	0	2
7660579	7660638	2	0	0	2
7664547	7664608	2	1	2	2
7674627	7674729	2	0	1	2
7678839	7678900	2	1	0	2
7695780	7695829	1	0	0	1
7704095	7704142	1	0	0	1
7716810	7716867	2	0	0	2
7717058	7717108	2	1	1	2
7736299	7736395	1	0	0	1
7742689	7742709	2	0	0	2
7932033	7932082	2	0	1	2
7943891	7943984	1	0	0	1
7944435	7944472	0	0	0	1
7987773	7987840	2	0	1	2
7996068	7996124	2	0	3	2
8023319	8023367	1	0	0	1
8045949	8046038	1	2	0	1
8067352	8067635	1	0	0	1
8073770	8073821	1	2	0	1
8073933	8073984	1	0	1	1
8079713	8079816	1	0	3	1
8089977	8090032	1	0	0	1
8103038	8103083	1	0	0	1
8108627	8108723	1	1	0	1
8121506	8121594	2	0	0	2
8135666	8135738	2	0	0	2
8157438	8157491	2	1	2	2
8172408	8172463	2	0	0	2
8192117	8192179	1	0	0	1
8192608	8192658	1	1	0	1
8270376	8270410	2	0	2	2
8273780	8274219	2	0	1	2
8287395	8287446	1	2	0	1
8292617	8292701	1	0	0	1
8294608	8294656	2	0	0	2
8365510	8365725	1	0	0	1
8380191	8380421	2	0	2	2
8384833	8384884	2	0	2	2
8399936	8400197	1	0	1	1
8409761	8409816	1	1	0	1
8426237	8426283	1	1	0	1
8429335	8429545	2	0	0	2
8431955	8432012	2	2	0	2
8434599	8434655	2	0	5	2
8435506	8435568	2	0	0	2
8446292	8446348	1	2	1	1
8447402	8447532	1	1	0	1
8449144	8449212	2	0	2	2
8504189	8504236	1	4	0	1
8545260	8545310	2	0	0	2
8619589	8619640	1	0	0	1
8642346	8642496	2	0	2	2
8642754	8642822	2	0	0	2
8654635	8654737	2	0	0	2
8680639	8680725	2	0	1	2
8681278	8681419	1	2	0	1
8692814	8692883	2	0	0	2
8696725	8697116	2	1	0	2
8722316	8722365	1	0	0	1
8722488	8722540	1	0	0	1
8723538	8723588	2	1	2	2
8740248	8740299	2	1	1	2
8744457	8744572	2	0	2	2
8757053	8757236	2	1	0	2
8757885	8757950	1	0	0	1
8788965	8789187	1	2	0	1
8827132	8827343	1	2	0	1
8854509	8854554	2	0	0	2
8854873	8854934	2	0	0	2
8875833	8875880	2	0	0	2
8901112	8901196	2	0	0	2
8910412	8910576	1	0	1	1
8954513	8954571	1	0	0	1
8960486	8960613	2	0	2	2
8980617	8980837	2	2	0	2
8998307	8998362	1	0	0	1
9049884	9049938	1	1	0	1
9050070	9050155	1	0	0	1
9081169	9081221	1	1	0	1
9113125	9113201	2	0	0	2
9118666	9118693	1	1	0	1
9126116	9126166	2	0	2	2
9134046	9134076	1	0	0	1
9140344	9140405	1	0	0	1
9160701	9160788	1	1	1	1
9163690	9163770	1	0	0	1
9220865	9220967	2	0	1	2
9238110	9238182	2	0	0	2
9256727	9256910	1	5	0	1
9287243	9287310	2	1	1	2
9287560	9287625	1	0	0	1
9317014	9317067	2	0	0	2
9318840	9318972	1	0	0	1
9328901	9328974	1	0	2	1
9336128	9336182	1	2	2	1
9337510	9337582	2	0	1	2
9345974	9346101	2	0	0	2
9377981	9378032	1	0	0	1
9383633	9383658	1	1	0	1
9398308	9398365	1	0	0	1
9402490	9402670	1	0	0	1
9453794	9453932	2	0	1	2
9490846	9491033	1	1	2	1
9506116	9506189	1	0	0	1
9522697	9522747	1	0	0	1
9540835	9540896	1	0	2	1
9592156	9592217	2	0	0	2
9618978	9619036	2	0	0	2
9624455	9624645	2	0	2	2
