1	2057712	2057785	-
1	2058205	2058431	+
1	2088012	2088062	-
1	2090229	2090410	-
1	2103750	2103802	+
1	2118647	2118700	-
1	2118769	2118840	-
1	2122700	2122736	-
1	2172270	2172430	-
1	2179239	2179549	+
1	2221524	2222093	+
1	2227502	2227604	+
1	2255802	2255855	-
1	2258005	2258049	+
1	2258942	2258972	+
1	2262622	2262682	+
1	2266892	2267051	+
1	2277530	2277585	+
1	2293522	2293573	-
1	2298858	2299160	-
1	2342577	2342688	-
1	2355898	2355949	+
1	2392727	2392934	+
1	2452970	2453034	+
1	2456786	2456835	+
1	2481069	2481166	+
1	2489641	2489782	-
1	2502083	2502132	-
1	2505479	2505855	-
1	2519467	2519572	-
1	2523544	2523658	-
1	2530309	2530380	+
1	2533089	2533170	+
1	2584262	2584308	+
1	2599732	2599786	-
1	2608877	2608939	+
1	2621628	2621775	+
1	2630771	2630827	-
1	2631052	2631099	+
1	2644883	2644975	-
1	2646790	2646886	-
1	2658842	2658969	-
1	2660077	2660209	+
1	2694501	2694549	-
1	2716361	2716682	-
1	2719226	2719281	+
1	2767673	2767800	+
1	2770085	2770238	+
1	2770469	2770566	+
1	2796419	2796649	+
2	11680	12582	-
2	14391	14620	-
2	37644	37945	-
2	39156	39578	-
2	40344	40424	+
2	60264	60316	+
2	75179	75318	+
2	77734	77794	+
2	96126	96227	+
2	154088	154148	+
2	172120	172180	-
2	183935	183989	+
2	185537	185587	-
2	190925	190977	-
2	218425	218702	-
2	232117	232193	-
2	250894	250961	-
2	251104	251179	-
2	260769	260874	-
2	262847	262919	+
2	288467	288536	-
2	303145	303211	+
2	312044	312093	+
2	340790	340886	-
2	343353	343411	-
2	349460	349562	+
2	351991	352051	+
2	357835	357946	+
2	363832	363878	-
2	369536	369606	+
2	381946	381992	+
2	413063	413157	-
2	437114	437436	-
2	463783	463842	-
2	487438	487501	+
2	502462	502548	-
2	520958	521022	+
2	524130	524230	+
2	537544	537584	+
2	541864	541915	+
2	551247	551293	+
2	640455	640519	-
2	643978	644044	+
2	645205	645255	+
2	668677	668864	-
2	672998	673095	-
2	673850	673908	+
2	685637	685698	-
2	700284	700501	+
2	705573	705642	-
2	723168	723228	+
2	725223	725278	-
2	776781	776834	+
2	789533	789586	+
2	789966	790021	+
2	796460	796519	-
2	802401	802456	-
2	828563	828639	-
2	829098	829162	-
2	829250	829303	-
2	829542	829701	+
2	850931	850985	-
2	851364	851421	+
2	861123	861186	-
2	869081	869279	+
2	871291	871359	-
2	878085	878142	+
2	890015	890071	-
2	1007642	1007692	-
2	1050166	1050216	+
2	1054491	1054545	+
2	1081659	1081725	-
2	1097185	1097235	-
2	1108043	1108099	+
2	1126583	1126694	+
2	1148366	1148424	+
2	1157129	1157190	+
2	1193021	1193071	-
2	1195263	1195592	-
2	1215005	1215056	+
2	1227875	1227939	-
2	1249583	1249629	+
2	1296014	1296065	-
2	1357533	1357585	-
2	1361410	1361501	-
2	1387244	1387307	-
2	1387807	1387816	+
2	1393032	1393108	-
2	1444846	1444895	-
2	1470132	1470174	-
2	1489605	1489833	-
2	1510087	1510147	+
2	1528170	1528472	+
2	1533184	1533233	+
2	1553533	1553587	-
2	1561822	1561867	-
2	1587116	1587180	+
2	1610464	1610502	+
2	1618409	1618509	-
2	1621557	1621599	-
2	1630663	1630699	-
2	1635672	1635775	+
2	1717810	1717868	-
2	1727969	1728024	+
2	1738534	1738591	+
2	1785433	1785466	+
2	1787097	1787149	+
2	1794373	1794419	-
2	1803471	1803526	-
2	1844088	1844146	+
2	1850847	1850896	-
2	1863846	1863891	-
2	1871074	1871120	-
2	1891043	1891090	+
2	1929057	1929093	-
2	1962471	1962536	-
2	1969676	1969726	-
2	1994930	1994994	+
2	2027224	2027340	-
2	2029306	2029365	-
2	2038863	2038972	+
2	2068690	2068759	+
2	2077433	2077886	+
2	2087762	2087980	-
2	2100952	2101008	+
2	2107727	2108250	+
2	2110030	2110094	-
2	2113361	2113398	-
2	2153374	2153431	+
2	2163380	2163429	+
2	2177766	2177953	+
2	2186555	2186632	-
2	2209313	2209362	-
2	2211613	2211666	+
2	2217267	2217307	+
2	2233711	2233762	+
2	2251874	2251904	-
2	2253529	2253577	+
2	2271263	2271311	+
2	2284194	2284248	+
2	2288473	2288558	-
2	2311979	2312034	-
3	1859	2281	+
3	20357	20396	-
3	21096	21126	-
3	21761	21978	+
3	22422	22457	+
3	22865	22899	+
3	23516	23571	+
3	23736	23764	+
3	25505	25630	-
3	25879	26252	-
3	83528	83574	-
3	126368	126419	+
3	127305	127392	+
3	128939	128989	-
3	176943	176994	+
3	186954	187045	-
3	210857	211436	+
3	211664	211719	+
3	219334	219447	-
3	231925	231980	+
3	234384	234555	-
3	272859	272911	-
3	277360	277564	+
3	322199	322266	-
3	343163	343254	-
3	344595	344650	-
3	349760	349812	-
3	358396	358606	-
3	377363	377466	-
3	382045	382089	-
3	387431	387507	+
3	390562	390759	+
3	406846	406900	-
3	425392	425527	+
3	457488	457560	+
3	467410	467748	+
3	467763	468020	+
3	481337	481395	+
3	493004	493062	-
3	493706	493808	+
3	494011	494087	+
3	514846	514897	+
3	520746	520845	+
3	526297	526352	-
3	535682	535841	-
3	536587	536653	-
3	538871	538983	+
3	542952	543008	-
3	572248	572798	+
3	621909	622018	+
3	624262	624313	+
3	625555	625624	+
3	634813	634919	-
3	636158	636257	-
3	638328	638373	-
3	642707	642783	+
3	643329	643434	+
3	644268	644386	+
3	657297	657494	+
3	672653	672709	+
3	697866	697908	-
3	699965	700031	+
3	705225	705280	-
3	707812	707870	+
3	722311	722356	+
3	791758	791805	+
3	835294	835353	+
3	845682	845955	+
3	871299	871347	-
3	883269	883334	+
3	884891	885047	+
3	900210	900258	+
3	914741	914801	-
3	939054	939096	+
3	997821	997886	+
3	1009305	1009372	+
3	1057104	1057211	-
3	1066198	1066466	-
3	1096781	1097034	-
3	1097172	1097426	-
3	1128681	1128815	-
3	1140746	1140795	-
3	1146446	1146593	+
3	1175177	1175210	-
3	1176424	1176485	+
3	1180764	1180882	-
3	1214448	1214497	+
3	1238377	1238456	-
3	1243081	1243131	+
3	1251312	1251424	+
3	1251593	1251654	+
3	1257929	1258007	-
3	1268617	1268727	-
3	1273319	1273378	+
3	1274763	1274810	+
3	1293453	1293552	-
3	1298394	1298590	+
3	1314557	1314641	+
3	1323837	1323907	+
3	1331463	1331576	+
3	1343098	1343159	+
3	1382617	1382670	+
3	1390460	1390510	+
3	1418427	1418512	+
3	1423184	1423243	-
3	1455496	1455535	-
3	1459839	1459899	+
3	1468429	1468483	-
3	1523808	1523913	-
3	1562828	1562887	+
3	1581527	1581586	-
3	1589076	1589162	-
3	1592987	1593064	-
3	1622070	1622117	-
3	1647703	1647781	-
3	1677025	1677084	+
3	1686052	1686167	+
3	1733882	1733998	+
3	1751898	1751981	-
3	1759434	1759487	-
3	1794897	1795704	+
3	1798913	1798979	+
3	1824015	1824076	-
3	1841260	1841309	+
3	1851111	1851164	+
3	1852582	1852692	+
3	1926036	1926422	+
3	1945167	1945538	+
3	1945629	1945679	+
3	1952556	1952612	+
3	1981772	1981885	-
3	2001669	2001731	-
3	2012471	2012577	-
3	2014938	2015023	-
3	2034296	2034358	-
3	2074412	2074508	-
3	2106440	2106501	-
3	2116146	2116185	-
3	2155556	2155615	-
3	2159524	2159585	-
3	2169604	2169706	-
3	2173816	2173877	-
3	2190757	2190806	+
3	2199072	2199119	+
3	2211787	2211844	-
3	2212035	2212085	-
3	2231276	2231372	+
3	2237666	2237686	-
4	67714	67763	-
4	79572	79665	+
4	80116	80153	+
4	123454	123521	-
4	131749	131805	-
4	159000	159048	+
4	181630	181719	+
4	203033	203316	+
4	209451	209502	+
4	209614	209665	+
4	215394	215497	+
4	225658	225713	+
4	238719	238764	+
4	244308	244404	+
4	257187	257275	-
4	271347	271419	-
4	293119	293172	-
4	308089	308144	-
4	327798	327860	+
4	328289	328339	+
4	406057	406091	-
4	409461	409900	-
4	423076	423127	+
4	428298	428382	+
4	430289	430337	-
4	501191	501406	+
4	515872	516102	-
4	520514	520565	-
4	535617	535878	+
4	545442	545497	+
4	561918	561964	+
4	565016	565226	-
4	567636	567693	-
4	570280	570336	-
4	571187	571249	-
4	581973	582029	+
4	583083	583213	+
4	584825	584893	-
4	639870	639917	+
4	680941	680991	-
4	755270	755321	+
4	778027	778177	-
4	778435	778503	-
4	790316	790418	-
4	816320	816406	-
4	816959	817100	+
4	828495	828564	-
4	832406	832797	-
4	857997	858046	+
4	858169	858221	+
4	859219	859269	-
4	875929	875980	-
4	880138	880253	-
4	892734	892917	-
4	893566	893631	+
4	924646	924868	+
4	962813	963024	+
4	990190	990235	-
4	990554	990615	-
4	1011514	1011561	-
4	1036793	1036877	-
4	1046093	1046257	+
4	1090194	1090252	+
4	1096167	1096294	-
4	1116298	1116518	-
4	1133988	1134043	+
4	1185565	1185619	+
4	1185751	1185836	+
4	1216850	1216902	+
4	1248806	1248882	-
4	1254347	1254374	+
4	1261797	1261847	-
4	1269727	1269757	+
4	1276025	1276086	+
4	1296382	1296469	+
4	1299371	1299451	+
4	1356546	1356648	-
4	1373791	1373863	-
4	1392408	1392591	+
4	1422924	1422991	-
4	1423241	1423306	+
4	1452695	1452748	-
4	1454521	1454653	+
4	1464582	1464655	+
4	1471809	1471863	+
4	1473191	1473263	-
4	1481655	1481782	-
4	1513662	1513713	+
4	1519314	1519339	+
4	1533989	1534046	+
4	1538171	1538351	+
4	1589475	1589613	-
4	1626527	1626714	+
4	1641797	1641870	+
4	1658378	1658428	+
4	1676516	1676577	+
4	1727837	1727898	-
4	1754659	1754717	-
4	1760136	1760326	-
