5392
EFKPAT00000000139	152393	152484	152072	2	1	96
CAY67138	152731	153762	152484	2	1	97
CAY67139	154034	160654	153762	1	1	98
CAY67140	160809	162200	160654	1	1	99
CAY67141	162206	162643	162200	2	1	100
CAY67142	162734	163639	162643	1	1	101
CAY67143	163918	165468	163639	1	1	102
CAY67144	165519	165800	165468	2	2	103
CAY67145	165931	168135	165800	2	1	105
EFKPAT00000000007	168393	168480	168135	2	1	106
ENSRNA049508859-T1	168393	168480	168480	2	1	107
CAY67146	168843	169667	168480	1	1	108
CAY67147	169853	170464	169667	2	1	109
CAY67148	170782	171501	170464	1	1	110
CAY67149	172249	173628	171501	1	1	111
CAY67150	173742	174350	173628	1	1	112
CAY67151	174394	176538	174350	2	1	113
CAY67152	176665	177123	176538	2	1	114
CAY67153	177342	178667	177123	2	1	115
CAY67154	178972	179667	178667	1	1	116
CAY67155	179884	180231	179667	1	1	117
CAY67156	180336	181217	180231	2	1	118
CAY67157	181423	184026	181217	2	1	119
CAY67158	184469	185344	184026	1	1	120
CAY67159	185646	187505	185344	1	1	121
CAY67160	187593	193168	187505	2	2	122
CAY67161	193423	194229	193168	2	2	124
CAY67162	194412	197123	194229	2	1	126
CAY67163	198798	201140	197123	1	1	127
CAY67164	201484	203489	201140	1	2	128
CAY67165	203762	205480	203489	1	1	130
CAY67166	205796	207934	205480	1	1	131
CAY67167	208000	208437	207934	2	1	132
CAY67168	208597	210636	208437	2	1	133
CAY67169	210783	212108	210636	2	1	134
CAY67170	212237	213679	212108	1	1	135
CAY67171	213707	214096	213679	2	1	136
CAY67172	214184	214828	214096	1	1	137
CAY67173	214953	215714	214828	2	1	138
CAY67174	217552	221933	215714	1	2	139
CAY67175	222374	223105	221933	1	1	141
CAY67176	223275	224017	223105	1	2	142
CAY67177	224172	224476	224017	1	2	144
CAY67178	224539	225405	224476	2	1	146
CAY67179	225742	226311	225405	1	1	147
CAY67180	226503	227714	226311	2	1	148
CAY67181	227925	229082	227714	2	1	149
CAY67182	229630	231141	229082	1	1	150
CAY67183	231198	232067	231141	2	1	151
CAY67184	232219	232509	232067	1	1	152
CAY67185	232599	233495	232509	2	1	153
CAY67186	233894	235594	233495	1	1	154
CAY67187	235794	237020	235594	1	1	155
CAY67188	237161	238672	237020	1	1	156
CAY67189	238763	239689	238672	1	1	157
CAY67190	239824	240684	239689	1	1	158
CAY67191	240681	242093	240684	2	1	159
CAY67192	242306	242725	242093	2	1	160
CAY67193	243018	243593	242725	2	1	161
CAY67194	243973	244872	243593	1	1	162
CAY67195	244940	247915	244872	2	1	163
CAY67196	248239	250628	247915	1	2	164
CAY67197	250708	251664	250628	2	1	166
CAY67198	251922	253192	251664	1	2	167
CAY67199	253339	253854	253192	1	2	169
EFKPAT00000000089	253947	254033	253854	2	1	171
ENSRNA049564786-T1	253947	254033	254033	2	1	172
CAY67200	254889	256871	254033	1	1	173
CAY67201	257075	257443	256871	1	1	174
CAY67202	257545	266263	257443	2	2	175
CAY67203	266470	267146	266263	2	2	177
CAY67204	267472	268053	267146	1	1	179
CAY67205	268251	268910	268053	1	1	180
CAY67206	269011	270201	268910	1	1	181
CAY67207	270531	273356	270201	1	1	182
CAY67208	273406	275487	273356	2	1	183
CAY67209	275738	276615	275487	2	2	184
CAY67210	276803	282330	276615	1	2	186
CAY67211	282387	285637	282330	2	2	188
CAY67212	286110	286943	285637	1	1	190
CAY67213	287290	288896	286943	2	2	191
CAY67214	290045	291265	288896	1	1	193
CAY67215	291286	292911	291265	2	1	194
CAY67216	293567	294751	292911	2	1	195
CAY67217	294881	295747	294751	2	1	196
CAY67218	295969	296478	295747	1	1	197
CAY67219	296676	296963	296478	1	2	198
CAY67220	297024	299672	296963	2	1	200
CAY67221	300196	302073	299672	1	1	201
CAY67222	302250	302718	302073	2	2	202
CAY67223	302956	303756	302718	1	1	204
CAY67224	303760	304338	303756	2	1	205
CAY67225	304871	305926	304338	1	1	206
CAY67226	306286	307341	305926	1	1	207
CAY67227	307410	308441	307341	2	1	208
CAY67228	309210	310679	308441	2	1	209
CAY67229	311161	313191	310679	1	1	210
CAY67230	313395	318974	313191	1	1	211
CAY67231	319064	319876	318974	2	1	212
CAY67232	322528	323451	319876	1	1	213
CAY67233	323626	324330	323451	1	1	214
CAY67234	324474	324959	324330	1	1	215
CAY67235	325316	325786	324959	2	1	216
CAY67236	326027	328486	325786	2	1	217
CAY67237	329271	330335	328486	2	1	218
CAY67238	330635	331978	330335	1	1	219
CAY67239	332102	332473	331978	1	1	220
CAY67240	332777	333799	332473	1	1	221
CAY67241	333804	334313	333799	2	1	222
CAY67242	334504	334929	334313	1	1	223
CAY67243	335027	337222	334929	2	1	224
CAY67244	337443	341798	337222	2	1	225
CAY67245	341955	343877	341798	1	1	226
CAY67246	343919	348085	343877	2	1	227
CAY67247	348308	350629	348085	1	1	228
CAY67248	350616	351983	350629	2	1	229
CAY67249	352170	353153	351983	1	1	230
CAY67250	353181	354476	353153	2	2	231
CAY67251	354845	356197	354476	1	1	233
CAY67252	356232	357446	356197	2	1	234
CAY67253	357577	358005	357446	1	1	235
CAY67254	358070	359650	358005	2	2	236
CAY67255	359950	360888	359650	1	1	238
CAY67256	360973	361956	360888	1	1	239
CAY67257	361990	362796	361956	2	1	240
CAY67258	363026	364303	362796	2	1	241
CAY67259	364617	365624	364303	2	1	242
EFKPAT00000000124	365913	365984	365624	1	1	243
ENSRNA049562127-T1	365913	365984	365984	1	1	244
EFKPAT00000000010	366492	366563	365984	1	1	245
ENSRNA049562172-T1	366492	366563	366563	1	1	246
CAY67260	367153	368301	366563	2	1	247
CAY67261	368485	370293	368301	1	1	248
CAY67262	370880	372109	370293	2	1	249
CAY67263	372860	373795	372109	2	1	250
CAY67264	374600	376432	373795	1	1	251
CAY67265	376932	378368	376432	1	1	252
CAY67266	378489	378917	378368	1	1	253
CAY67267	378943	380331	378917	2	1	254
CAY67268	380876	382111	380331	1	1	255
CAY67269	382189	383220	382111	2	1	256
CAY67270	383438	385150	383220	2	1	257
CAY67271	385334	386377	385150	2	1	258
CAY67272	386516	388000	386377	1	1	259
CAY67273	388189	389001	388000	1	1	260
EFKPAT00000000132	389121	389192	389001	1	1	261
ENSRNA049562227-T1	389121	389192	389192	1	1	262
CAY67274	389318	389740	389192	1	1	263
CAY67275	389859	390986	389740	2	1	264
CAY67276	391120	392589	390986	2	1	265
CAY67277	392781	394196	392589	2	1	266
CAY67278	394736	396631	394196	1	1	267
CAY67279	396822	399284	396631	1	1	268
CAY67280	399371	400174	399284	2	1	269
CAY67281	401260	402357	400174	1	1	270
CAY67282	402412	403902	402357	2	1	271
CAY67283	404111	405280	403902	1	1	272
EFKPAT00000000161	405390	405461	405280	2	1	273
ENSRNA049564729-T1	405390	405461	405461	2	1	274
CAY67284	405552	408719	405461	2	1	275
CAY67285	409073	412720	408719	1	2	276
CAY67286	414993	420188	412720	2	1	278
CAY67287	420954	422570	420188	1	1	279
CAY67288	423293	424900	422570	1	1	280
CAY67289	424945	425802	424900	2	1	281
CAY67290	426303	427349	425802	2	1	282
EFKPAT00000000087	427964	428035	427349	2	1	283
ENSRNA049564643-T1	427964	428035	428035	2	1	284
CAY67291	428301	429197	428035	2	1	285
CAY67292	429531	430889	429197	2	1	286
CAY67293	431102	433936	430889	1	1	287
CAY67294	434138	435238	433936	1	2	288
CAY67295	435272	437542	435238	2	1	290
CAY67296	438484	439743	437542	1	1	291
CAY67297	441284	442426	439743	1	1	292
CAY67298	442489	443058	442426	2	1	293
CAY67299	443466	446819	443058	1	1	294
CAY67300	446911	448386	446819	2	1	295
CAY67301	448505	450148	448386	1	1	296
CAY67302	450431	451225	450148	1	1	297
CAY67303	451228	451884	451225	2	1	298
CAY67304	451978	453270	451884	2	1	299
CAY67305	453443	454192	453270	1	1	300
CAY67306	454181	455688	454192	2	2	301
CAY67307	455817	458396	455688	2	1	303
CAY67308	458690	458995	458396	1	1	304
CAY67309	459271	460137	458995	1	2	305
CAY67310	460226	460972	460137	2	1	307
CAY67311	461198	461773	460972	1	1	308
CAY67312	461919	462671	461773	1	1	309
CAY67313	462855	464372	462671	1	1	310
CAY67314	464369	465521	464372	2	2	311
CAY67315	466220	467434	465521	1	1	313
CAY67316	467705	469408	467434	1	1	314
CAY67317	469466	470539	469408	2	1	315
CAY67318	470730	472841	470539	2	1	316
CAY67319	472984	473628	472841	2	1	317
CAY67320	473817	474056	473628	1	1	318
CAY67321	474085	475010	474056	2	2	319
CAY67322	475066	476256	475010	1	1	321
CAY67323	476257	476820	476256	2	1	322
CAY67324	476938	477906	476820	1	1	323
CAY67325	477934	480060	477906	2	1	324
CAY67326	480239	482596	480060	1	1	325
CAY67327	483172	483669	482596	1	1	326
CAY67328	483918	485006	483669	1	2	327
CAY67329	485029	485736	485006	2	1	329
CAY67330	485952	487136	485736	1	1	330
CAY67331	487235	487708	487136	2	1	331
CAY67332	487914	488531	487708	1	1	332
CAY67333	488586	490007	488531	2	1	333
CAY67334	491052	492423	490007	2	2	334
CAY67335	492549	493865	492423	2	1	336
CAY67336	494006	494785	493865	1	1	337
CAY67337	494884	496728	494785	1	1	338
CAY67338	496763	497926	496728	2	1	339
CAY67339	498265	500862	497926	1	1	340
CAY67340	500976	502727	500862	1	1	341
CAY67341	503313	505886	502727	1	1	342
CAY67342	505962	506576	505886	2	1	343
CAY67343	507149	507622	506576	1	1	344
CAY67344	507619	508200	507622	2	1	345
CAY67345	508559	509137	508200	1	1	346
CAY67346	509333	509573	509137	1	2	347
CAY67347	509629	510660	509573	2	1	349
EFKPAT00000000165	510792	510883	510660	1	1	350
ENSRNA049562263-T1	510792	510883	510883	1	1	351
CAY67348	514183	515892	510883	2	1	352
EFKPAT00000000115	516102	516193	515892	2	1	353
ENSRNA049564630-T1	516102	516193	516193	2	1	354
CAY67349	520326	521768	516193	2	1	355
CAY67350	521884	523116	521768	1	1	356
CAY67351	523188	524531	523116	2	1	357
CAY67352	526518	529208	524531	1	1	358
CAY67353	529907	531718	529208	1	1	359
CAY67354	531901	532683	531718	1	1	360
CAY67355	532863	533486	532683	1	1	361
CAY67356	533970	536489	533486	1	1	362
CAY67357	536446	539259	536489	2	1	363
CAY67358	539538	542738	539259	1	1	364
CAY67359	542793	544070	542738	2	1	365
CAY67360	544346	545047	544070	1	1	366
CAY67361	545268	551477	545047	2	1	367
CAY67362	552344	556774	551477	1	1	368
ENSRNA049508660-T1	556949	557069	556774	1	1	369
EFKPAT00000000058	556953	557069	557069	1	1	370
CAY67363	557992	559848	557069	2	1	371
CAY67364	560544	562127	559848	1	1	372
CAY67365	562178	562597	562127	2	1	373
CAY67366	562947	564575	562597	1	1	374
CAY67367	564667	564921	564575	2	1	375
CAY67368	565123	567508	564921	1	2	376
CAY67369	567584	569821	567508	2	1	378
CAY67370	570346	571062	569821	2	1	379
CAY67371	571152	572738	571062	2	1	380
CAY67372	572960	574424	572738	1	2	381
CAY67373	574515	575777	574424	2	1	383
CAY67374	575899	578169	575777	2	1	384
CAY67375	578771	579493	578169	2	1	385
CAY67376	579698	580801	579493	1	1	386
CAY67377	580941	581135	580801	1	1	387
CAY67378	581393	582424	581135	1	1	388
CAY67379	582461	585523	582424	2	1	389
CAY67380	585850	588075	585523	1	1	390
CAY67381	588068	588814	588075	2	1	391
CAY67382	590597	592189	588814	1	1	392
CAY67383	593577	594290	592189	2	1	393
CAY67384	594550	596304	594290	2	1	394
CAY67385	597185	598030	596304	1	1	395
CAY67386	598050	599639	598030	2	1	396
CAY67387	599831	601054	599639	2	1	397
CAY67388	601198	602919	601054	2	1	398
CAY67389	603054	604418	602919	2	1	399
CAY67390	604553	605779	604418	2	1	400
CAY67391	606301	607467	605779	1	1	401
CAY67392	607554	608284	607467	2	2	402
CAY67393	608497	610611	608284	2	1	404
EFKPAT00000000160	610540	610625	610611	2	1	405
CAY67394	611270	612865	610625	1	1	406
CAY67395	612910	614271	612865	2	1	407
CAY67396	614489	616585	614271	1	1	408
CAY67397	616601	618457	616585	2	1	409
CAY67398	618895	621762	618457	1	1	410
CAY67399	621974	623365	621762	1	1	411
CAY67400	623382	625511	623365	2	1	412
CAY67401	625744	627433	625511	1	2	413
CAY67402	627500	628501	627433	2	1	415
CAY67403	628673	632350	628501	2	1	416
CAY67404	632518	633375	632350	2	1	417
CAY67405	633503	635125	633375	2	1	418
CAY67406	635290	637594	635125	1	2	419
CAY67407	637786	638730	637594	1	1	421
CAY67408	639009	640491	638730	1	2	422
CAY67409	640981	642792	640491	1	1	424
CAY67410	643161	644381	642792	1	1	425
CAY67411	644708	648004	644381	2	1	426
CAY67412	649006	650200	648004	1	2	427
CAY67413	650225	652258	650200	2	1	429
CAY67414	652628	654871	652258	1	1	430
CAY67415	655204	656682	654871	1	1	431
CAY67416	656719	658221	656682	2	1	432
CAY67417	658386	659414	658221	1	1	433
CAY67418	659501	659845	659414	2	1	434
CAY67419	660013	661653	659845	1	1	435
CAY67420	661846	662601	661653	1	1	436
CAY67421	662714	664762	662601	2	1	437
EFKPAT00000000032	665096	665225	664762	1	1	438
ENSRNA049508654-T1	665096	665246	665225	1	1	439
CAY67422	665541	666083	665246	1	1	440
CAY67423	666155	666782	666083	2	2	441
EFKPAT00000000129	666862	666933	666782	2	1	443
ENSRNA049564513-T1	666862	666933	666933	2	1	444
EFKPAT00000000163	667010	667082	666933	2	1	445
ENSRNA049564463-T1	667010	667082	667082	2	1	446
CAY67424	667299	669431	667082	2	1	447
CAY67425	669836	671248	669431	1	1	448
CAY67426	671277	672869	671248	2	1	449
CAY67427	673015	673701	672869	1	1	450
CAY67428	673771	675480	673701	2	1	451
CAY67429	675817	676506	675480	1	1	452
CAY67430	676693	678021	676506	1	1	453
CAY67431	678029	679183	678021	2	1	454
EFKPAT00000000136	679673	679908	679183	1	1	455
ENSRNA049508628-T1	679673	679908	679908	1	1	456
CAY67432	680764	681849	679908	1	1	457
CAY67433	682103	684001	681849	1	1	458
CAY67434	685382	685726	684001	2	1	459
CAY67435	690341	691026	685726	2	2	460
CAY67436	691404	694457	691026	1	2	462
CAY67437	694900	696894	694457	1	1	464
CAY67438	697015	698268	696894	1	1	465
CAY67439	698537	700913	698268	1	2	466
CAY67440	700964	701929	700913	2	1	468
CAY67441	702025	704647	701929	2	2	469
CAY67442	705085	706074	704647	1	1	471
CAY67443	706449	707945	706074	2	1	472
CAY67444	708134	709723	707945	1	1	473
CAY67445	709894	710553	709723	2	1	474
CAY67446	711682	712638	710553	1	1	475
CAY67447	712712	716422	712638	2	1	476
CAY67448	716721	717320	716422	1	1	477
CAY67449	717462	718424	717320	1	1	478
CAY67450	718641	722393	718424	1	1	479
CAY67451	722603	724753	722393	1	1	480
CAY67452	724788	726602	724753	2	1	481
CAY67453	727060	727719	726602	1	1	482
CAY67454	728324	728689	727719	1	1	483
CAY67455	729043	730764	728689	1	1	484
CAY67456	730792	732249	730764	2	1	485
CAY67457	732674	734527	732249	1	1	486
CAY67458	734683	735996	734527	1	1	487
CAY67459	736359	737102	735996	1	1	488
CAY67460	737147	737887	737102	2	1	489
CAY67461	738071	739381	737887	2	1	490
CAY67462	739778	740125	739381	1	1	491
CAY67463	740816	742282	740125	1	1	492
CAY67464	743020	744789	742282	1	1	493
CAY67465	745239	746156	744789	1	1	494
CAY67466	746153	746833	746156	2	1	495
CAY67467	746999	748915	746833	2	1	496
CAY67468	749262	752180	748915	2	1	497
CAY67469	752477	753850	752180	2	1	498
CAY67470	754662	755048	753850	2	1	499
CAY67471	755308	756231	755048	2	1	500
CAY67472	756509	757225	756231	2	1	501
CAY67473	757455	759590	757225	2	1	502
CAY67474	760069	762993	759590	1	1	503
CAY67475	763053	764918	762993	2	1	504
CAY67476	765098	766245	764918	1	2	505
CAY67477	766328	767239	766245	1	1	507
CAY67478	767248	770913	767239	2	1	508
CAY67479	771451	772677	770913	1	1	509
EFKPAT00000000054	772738	772810	772677	2	1	510
ENSRNA049564414-T1	772738	772810	772810	2	1	511
CAY67480	773187	774230	772810	1	1	512
CAY67481	774317	776146	774230	1	1	513
EFKPAT00000000079	776350	776422	776146	1	1	514
ENSRNA049562307-T1	776350	776422	776422	1	1	515
CAY67482	776542	780751	776422	2	2	516
EFKPAT00000000026	781159	781231	780751	1	1	518
ENSRNA049562355-T1	781159	781231	781231	1	1	519
CAY67483	781445	782854	781231	2	1	520
CAY67484	785193	786017	782854	1	1	521
CAY67485	786143	789046	786017	2	1	522
CAY67486	789404	789746	789046	1	2	523
CAY67487	790738	791631	789746	2	1	525
CAY67488	791818	792984	791631	1	1	526
CAY67489	793398	794462	792984	1	1	527
CAY67490	794748	798482	794462	1	1	528
CAY67491	798623	799525	798482	1	1	529
CAY67492	799497	800831	799525	2	3	530
CAY67493	801086	801667	800831	1	1	533
CAY67494	802099	805152	801667	1	1	534
CAY67495	806429	808639	805152	1	1	535
CAY67496	808685	809608	808639	2	1	536
CAY67497	809954	810748	809608	1	1	537
CAY67498	810829	812178	810748	2	1	538
CAY67499	812396	813196	812178	2	1	539
CAY67500	813743	814483	813196	2	1	540
CAY67501	814797	815117	814483	1	1	541
CAY67502	815144	816232	815117	2	1	542
CAY67503	816453	820703	816232	1	1	543
CAY67504	820722	822194	820703	2	1	544
CAY67505	822740	823987	822194	2	1	545
EFKPAT00000000067	824782	824855	823987	2	1	546
ENSRNA049564359-T1	824782	824855	824855	2	1	547
CAY67506	825476	827110	824855	1	1	548
CAY67507	827138	830494	827110	2	1	549
CAY67508	830703	830945	830494	1	1	550
CAY67509	831015	834080	830945	2	1	551
CAY67510	834751	835701	834080	1	1	552
CAY67511	836041	837369	835701	1	1	553
CAY67512	837376	838338	837369	2	1	554
CAY67513	838578	839786	838338	1	1	555
CAY67514	839978	841684	839786	1	1	556
CAY67515	841715	842887	841684	2	1	557
CAY67516	843050	844324	842887	1	1	558
CAY67517	844396	845877	844324	2	1	559
CAY67518	846327	847172	845877	1	1	560
CAY67519	847177	847839	847172	2	1	561
CAY67520	848044	850899	847839	1	1	562
CAY67521	850896	851603	850899	2	1	563
CAY67522	852640	853431	851603	1	1	564
CAY67523	854394	855005	853431	1	1	565
CAY67524	855243	856163	855005	1	1	566
CAY67525	856215	857324	856163	2	1	567
CAY67526	858045	861791	857324	1	1	568
CAY67527	861890	863926	861791	2	1	569
CAY67528	864096	865022	863926	1	1	570
CAY67529	865052	865756	865022	2	1	571
CAY67530	865941	867215	865756	2	1	572
CAY67531	867712	867933	867215	2	1	573
CAY67532	868095	869873	867933	1	1	574
CAY67533	869929	873783	869873	2	1	575
CAY67534	873978	874667	873783	1	1	576
CAY67535	874715	875287	874667	2	1	577
CAY67536	875527	876657	875287	2	1	578
CAY67537	877061	877408	876657	1	1	579
CAY67538	877906	878256	877408	1	1	580
CAY67539	878490	881690	878256	1	1	581
CAY67540	882177	883014	881690	2	2	582
CAY67541	883989	886439	883014	1	1	584
CAY67542	886480	887703	886439	2	1	585
CAY67543	887823	888911	887703	2	1	586
CAY67544	889221	892793	888911	1	1	587
CAY67545	892886	893535	892793	2	2	588
CAY67546	894002	896713	893535	1	1	590
CAY67547	896766	897722	896713	2	2	591
CAY67548	897992	898645	897722	1	1	593
CAY67549	898817	900505	898645	1	1	594
CAY67550	900833	902809	900505	1	1	595
CAY67551	902873	903429	902809	2	2	596
CAY67552	904476	906479	903429	1	1	598
CAY67553	906987	907808	906479	1	1	599
CAY67554	907809	922661	907808	2	1	600
EFKPAT00000000053	923285	923395	922661	2	1	601
CAY67555	923507	924004	923395	2	1	602
CAY67556	924623	926896	924004	2	1	603
CAY67557	927248	927865	926896	2	1	604
CAY67558	928102	929235	927865	1	1	605
CAY67559	929286	929837	929235	2	1	606
CAY67560	929926	931158	929837	2	1	607
CAY67561	931371	932325	931158	2	2	608
CAY67562	932567	934996	932325	1	1	610
CAY67563	935035	936537	934996	2	1	611
CAY67564	936661	938274	936537	2	1	612
CAY67565	938669	940765	938274	1	1	613
CAY67566	941040	941708	940765	1	1	614
CAY67567	942425	943705	941708	1	1	615
CAY67568	943801	944913	943705	2	1	616
CAY67569	945237	949853	944913	2	1	617
CAY67570	950204	951568	949853	2	1	618
CAY67571	951928	953709	951568	2	1	619
CAY67572	953822	954728	953709	2	2	620
CAY67573	954945	955347	954728	2	2	622
CAY67574	955546	956539	955347	1	2	624
CAY67575	956551	958731	956539	2	1	626
CAY67576	959058	959585	958731	2	1	627
CAY67577	959933	960220	959585	1	2	628
EFKPAT00000000147	960114	960230	960220	2	1	630
CAY67578	961444	962061	960230	2	2	631
EFKPAT00000000072	963073	963144	962061	1	1	633
ENSRNA049562438-T1	963073	963144	963144	1	1	634
CAY67579	963730	964836	963144	1	1	635
CAY67580	965177	974563	964836	1	1	636
CAY67581	974558	975670	974563	2	1	637
CAY67582	975801	977468	975670	1	1	638
CAY67583	977514	978296	977468	1	1	639
CAY67584	978459	979250	978296	1	1	640
CAY67585	979496	981910	979250	1	1	641
CAY67586	983001	983872	981910	1	2	642
CAY67587	984054	984563	983872	2	1	644
CAY67588	985314	986357	984563	1	1	645
CAY67589	986634	987458	986357	1	2	646
CAY67590	987879	992795	987458	1	1	648
CAY67591	992845	994539	992795	2	1	649
CAY67592	995957	996466	994539	1	1	650
CAY67593	996525	997487	996466	2	1	651
CAY67594	997605	999329	997487	2	1	652
CAY67595	999637	1001316	999329	2	1	653
CAY67596	1001639	1003036	1001316	2	1	654
CAY67597	1003381	1004346	1003036	1	1	655
CAY67598	1004423	1005268	1004346	1	1	656
CAY67599	1005229	1006173	1005268	2	1	657
CAY67600	1006579	1007562	1006173	1	1	658
CAY67601	1007849	1010938	1007562	1	1	659
CAY67602	1011139	1012452	1010938	1	1	660
CAY67603	1012541	1012898	1012452	2	2	661
CAY67604	1013303	1014610	1012898	1	1	663
CAY67605	1014949	1015524	1014610	2	1	664
CAY67606	1015707	1016825	1015524	2	1	665
CAY67607	1016988	1020017	1016825	2	1	666
CAY67608	1020157	1021173	1020017	1	1	667
CAY67609	1021516	1022124	1021173	1	1	668
CAY67610	1022303	1022497	1022124	2	1	669
CAY67611	1022922	1024442	1022497	1	1	670
CAY67612	1024468	1026354	1024442	2	1	671
CAY67613	1026665	1027489	1026354	1	1	672
CAY67614	1027486	1029888	1027489	2	1	673
CAY67615	1030217	1033513	1029888	1	1	674
CAY67616	1033645	1034406	1033513	1	1	675
CAY67617	1034403	1035740	1034406	2	1	676
CAY67618	1036447	1037376	1035740	1	1	677
CAY67619	1037535	1038317	1037376	1	1	678
CAY67620	1038378	1040828	1038317	2	1	679
CAY67621	1041292	1041837	1040828	2	1	680
CAY67622	1042411	1042947	1041837	1	1	681
CAY67623	1043057	1044160	1042947	2	1	682
CAY67624	1044417	1047539	1044160	1	1	683
CAY67625	1047579	1052489	1047539	2	1	684
CAY67626	1052695	1053024	1052489	1	2	685
CAY67627	1053078	1053902	1053024	2	1	687
CAY67628	1054563	1055996	1053902	1	1	688
CAY67629	1056030	1056638	1055996	2	1	689
CAY67630	1056807	1057238	1056638	2	1	690
CAY67631	1057385	1058107	1057238	2	1	691
CAY67632	1058280	1059007	1058107	1	3	692
CAY67633	1059187	1059837	1059007	1	1	695
CAY67634	1059841	1061034	1059837	2	1	696
EFKPAT00000000145	1061271	1061359	1061034	2	1	697
ENSRNA049564292-T1	1061271	1061359	1061359	2	1	698
CAY67635	1061581	1063143	1061359	2	1	699
CAY67636	1063358	1064500	1063143	2	1	700
CAY67637	1064853	1067816	1064500	2	1	701
CAY67638	1068191	1068859	1067816	2	1	702
CAY67639	1068986	1070152	1068859	1	2	703
CAY67640	1070242	1076070	1070152	1	1	705
CAY67641	1076150	1076863	1076070	2	1	706
CAY67642	1077071	1077595	1076863	2	2	707
CAY67643	1079756	1081057	1077595	1	1	709
CAY67644	1081103	1081615	1081057	2	1	710
CAY67645	1081739	1082437	1081615	1	1	711
CAY67646	1082501	1082824	1082437	2	1	712
CAY67647	1083169	1083723	1082824	2	1	713
CAY67648	1083850	1084488	1083723	2	1	714
CAY67649	1084923	1085792	1084488	1	1	715
CAY67650	1086193	1087764	1085792	1	1	716
CAY67651	1087997	1089532	1087764	1	1	717
