5970
187593	193092	2	906	906
193155	193168	2	906	906
193423	194142	2	1145	1145
194212	194229	2	1145	1145
194412	197123	2	1265	1265
198798	201140	1	398	398
201484	201709	1	1240	1240
201742	203489	1	1240	1240
203762	205480	1	221	221
205796	207934	1	284	284
208000	208437	2	422	422
208597	210636	2	45	45
210783	212108	2	399	399
212237	213679	1	613	613
213707	214096	2	295	295
214184	214828	1	385	385
214953	215714	2	54	54
217552	221642	1	6	6
221690	221933	1	6	6
222374	223105	1	1320	1320
223275	223326	1	904	904
223386	224017	1	904	904
224172	224216	1	219	219
224282	224476	1	219	219
224539	225405	2	1279	1279
225742	226311	1	433	433
226503	227714	2	259	259
227925	229082	2	1433	1433
229630	231141	1	1341	1341
231198	232067	2	1408	1408
232219	232509	1	1520	1520
232599	233495	2	116	116
233894	235594	1	1390	1390
235794	237020	1	357	357
237161	238672	1	707	707
238763	239689	1	57	57
239824	240684	1	642	642
240681	242093	2	23	23
242306	242725	2	362	362
243018	243593	2	1029	1029
243973	244872	1	1446	1446
244940	247915	2	141	141
248239	248270	1	661	661
248333	250628	1	661	661
250708	251664	2	1209	1209
251922	252529	1	327	327
252595	253192	1	327	327
253339	253501	1	676	676
253559	253854	1	676	676
253947	254033	2	1570	1570
253947	254033	2	1672	1672
254889	256871	1	1377	1377
257075	257443	1	1220	1220
257545	266186	2	223	223
266233	266263	2	223	223
266470	266841	2	87	87
267105	267146	2	87	87
267472	268053	1	1307	1307
268251	268910	1	649	649
269011	270201	1	1388	1388
270531	273356	1	1031	1031
273406	275487	2	76	76
275738	276100	2	1247	1247
276157	276615	2	1247	1247
276803	279922	1	1277	1277
280015	282330	1	1277	1277
282387	284992	2	1172	1172
285055	285637	2	1172	1172
286110	286943	1	1467	1467
287290	288581	2	172	172
288662	288896	2	172	172
290045	291265	1	1006	1006
291286	292911	2	599	599
293567	294751	2	643	643
294881	295747	2	876	876
295969	296478	1	1197	1197
296676	296753	1	191	191
296808	296963	1	191	191
297024	299672	2	819	819
300196	302073	1	529	529
302250	302640	2	821	821
302711	302718	2	821	821
302956	303756	1	771	771
303760	304338	2	382	382
304871	305926	1	1457	1457
306286	307341	1	729	729
307410	308441	2	41	41
309210	310679	2	1256	1256
311161	313191	1	1241	1241
313395	318974	1	367	367
319064	319876	2	1506	1506
322528	323451	1	1052	1052
323626	324330	1	583	583
324474	324959	1	1462	1462
325316	325786	2	531	531
326027	328486	2	1441	1441
329271	330335	2	499	499
330635	331978	1	220	220
332102	332473	1	289	289
332777	333799	1	882	882
333804	334313	2	1227	1227
334504	334929	1	1157	1157
335027	337222	2	233	233
337443	341798	2	756	756
341955	343877	1	139	139
343919	348085	2	992	992
348308	350629	1	845	845
350616	351983	2	551	551
352170	353153	1	792	792
353181	354347	2	1113	1113
354402	354476	2	1113	1113
354845	356197	1	1013	1013
356232	357446	2	97	97
357577	358005	1	812	812
358070	359553	2	538	538
359593	359650	2	538	538
359950	360888	1	333	333
360973	361956	1	936	936
361990	362796	2	330	330
363026	364303	2	145	145
364617	365624	2	304	304
365913	365984	1	1580	1580
365913	365984	1	1625	1625
366492	366563	1	1542	1542
366492	366563	1	1626	1626
367153	368301	2	796	796
368485	370293	1	183	183
370880	372109	2	361	361
372860	373795	2	965	965
374600	376432	1	1168	1168
376932	378368	1	69	69
378489	378917	1	306	306
378943	380331	2	1500	1500
380876	382111	1	1032	1032
382189	383220	2	1399	1399
383438	385150	2	80	80
385334	386377	2	1507	1507
386516	388000	1	753	753
388189	389001	1	128	128
389121	389192	1	1585	1585
389121	389192	1	1627	1627
389318	389740	1	322	322
389859	390986	2	364	364
391120	392589	2	809	809
392781	394196	2	453	453
394736	396631	1	305	305
396822	399284	1	63	63
399371	400174	2	929	929
401260	402357	1	983	983
402412	403902	2	198	198
404111	405280	1	1195	1195
405390	405461	2	1601	1601
405390	405461	2	1671	1671
405552	408719	2	279	279
409073	409197	1	817	817
409264	412720	1	817	817
414993	420188	2	1386	1386
420954	422570	1	1497	1497
423293	424900	1	1116	1116
424945	425802	2	419	419
426303	427349	2	522	522
427964	428035	2	1569	1569
427964	428035	2	1670	1670
428301	429197	2	721	721
429531	430889	2	605	605
431102	433936	1	1228	1228
434138	434160	1	238	238
434215	435238	1	238	238
435272	437542	2	534	534
438484	439743	1	294	294
441284	442426	1	1204	1204
442489	443058	2	1396	1396
443466	446819	1	1486	1486
446911	448386	2	1176	1176
448505	450148	1	1231	1231
450431	451225	1	917	917
451228	451884	2	1523	1523
451978	453270	2	816	816
453443	454192	1	767	767
454181	454932	2	1334	1334
454980	455688	2	1334	1334
455817	458396	2	751	751
458690	458995	1	886	886
459271	459467	1	1445	1445
459786	460137	1	1445	1445
460226	460972	2	1290	1290
461198	461773	1	370	370
461919	462671	1	779	779
462855	464372	1	1066	1066
464369	465025	2	1073	1073
465111	465521	2	1073	1073
466220	467434	1	1303	1303
467705	469408	1	939	939
469466	470539	2	1366	1366
470730	472841	2	46	46
472984	473628	2	1271	1271
473817	474056	1	974	974
474085	474618	2	402	402
474708	475010	2	402	402
475066	476256	1	248	248
476257	476820	2	795	795
476938	477906	1	677	677
477934	480060	2	979	979
480239	482596	1	338	338
483172	483669	1	577	577
483918	483993	1	1275	1275
484054	485006	1	1275	1275
485029	485736	2	341	341
485952	487136	1	844	844
487235	487708	2	726	726
487914	488531	1	859	859
488586	490007	2	352	352
491052	492350	2	1186	1186
492403	492423	2	1186	1186
492549	493865	2	855	855
494006	494785	1	25	25
494884	496728	1	0	0
496763	497926	2	1384	1384
498265	500862	1	793	793
500976	502727	1	121	121
503313	505886	1	332	332
505962	506576	2	417	417
507149	507622	1	167	167
507619	508200	2	800	800
508559	509137	1	1207	1207
509333	509471	1	164	164
509524	509573	1	164	164
509629	510660	2	1183	1183
510792	510883	1	1604	1604
510792	510883	1	1628	1628
514183	515892	2	478	478
516102	516193	2	1578	1578
516102	516193	2	1669	1669
520326	521768	2	993	993
521884	523116	1	8	8
523188	524531	2	363	363
526518	529208	1	129	129
529907	531718	1	113	113
531901	532683	1	494	494
532863	533486	1	783	783
533970	536489	1	312	312
536446	539259	2	725	725
539538	542738	1	1451	1451
542793	544070	2	943	943
544346	545047	1	1375	1375
545268	551477	2	1480	1480
552344	556774	1	123	123
556949	557069	1	1614	1614
556953	557069	1	1560	1560
557992	559848	2	1394	1394
560544	562127	1	111	111
562178	562597	2	949	949
562947	564575	1	689	689
564667	564921	2	695	695
565123	566209	1	786	786
566241	567508	1	786	786
567584	569821	2	1300	1300
570346	571062	2	1302	1302
571152	572738	2	447	447
572960	573188	1	578	578
573343	574424	1	578	578
574515	575777	2	193	193
575899	578169	2	829	829
578771	579493	2	1159	1159
579698	580801	1	1005	1005
580941	581135	1	1430	1430
581393	582424	1	1478	1478
582461	585523	2	1419	1419
585850	588075	1	278	278
588068	588814	2	1065	1065
590597	592189	1	1313	1313
593577	594290	2	346	346
594550	596304	2	1309	1309
597185	598030	1	1346	1346
598050	599639	2	870	870
599831	601054	2	1263	1263
601198	602919	2	995	995
603054	604418	2	1028	1028
604553	605779	2	154	154
606301	607467	1	1285	1285
607554	608183	2	738	738
608237	608284	2	738	738
608497	610611	2	525	525
610540	610625	2	1600	1600
611270	612865	1	871	871
612910	614271	2	1190	1190
614489	616585	1	1395	1395
616601	618457	2	462	462
618895	621762	1	888	888
621974	623365	1	1009	1009
623382	625511	2	715	715
625744	626182	1	688	688
626316	627433	1	688	688
627500	628501	2	523	523
628673	632350	2	1179	1179
632518	633375	2	114	114
633503	635125	2	1432	1432
635290	635292	1	247	247
635363	637594	1	247	247
637786	638730	1	329	329
639009	639058	1	1525	1525
639120	640491	1	1525	1525
640981	642792	1	383	383
643161	644381	1	582	582
644708	648004	2	1101	1101
649006	649027	1	1072	1072
649065	650200	1	1072	1072
650225	652258	2	1308	1308
652628	654871	1	1503	1503
655204	656682	1	1314	1314
656719	658221	2	1004	1004
658386	659414	1	727	727
659501	659845	2	1128	1128
660013	661653	1	85	85
661846	662601	1	662	662
662714	664762	2	937	937
665096	665225	1	1551	1551
665096	665246	1	1613	1613
665541	666083	1	622	622
666155	666728	2	935	935
666778	666782	2	935	935
666862	666933	2	1584	1584
666862	666933	2	1668	1668
667010	667082	2	1602	1602
667010	667082	2	1667	1667
667299	669431	2	1008	1008
669836	671248	1	1182	1182
671277	672869	2	875	875
673015	673701	1	66	66
673771	675480	2	262	262
675817	676506	1	1435	1435
676693	678021	1	1371	1371
678029	679183	2	896	896
679673	679908	1	1589	1589
679673	679908	1	1611	1611
680764	681849	1	885	885
682103	684001	1	368	368
685382	685726	2	1403	1403
690341	690600	2	596	596
690894	691026	2	596	596
691404	691439	1	708	708
691494	694457	1	708	708
694900	696894	1	407	407
697015	698268	1	280	280
698537	699774	1	741	741
699800	700913	1	741	741
700964	701929	2	1205	1205
702025	703924	2	1063	1063
703956	704647	2	1063	1063
705085	706074	1	1498	1498
706449	707945	2	921	921
708134	709723	1	318	318
709894	710553	2	1119	1119
711682	712638	1	1372	1372
712712	716422	2	144	144
716721	717320	1	1340	1340
717462	718424	1	663	663
718641	722393	1	1343	1343
722603	724753	1	384	384
724788	726602	2	105	105
727060	727719	1	614	614
728324	728689	1	1337	1337
729043	730764	1	1011	1011
730792	732249	2	744	744
732674	734527	1	925	925
734683	735996	1	862	862
736359	737102	1	1069	1069
737147	737887	2	36	36
738071	739381	2	40	40
739778	740125	1	1324	1324
740816	742282	1	1301	1301
743020	744789	1	106	106
745239	746156	1	626	626
746153	746833	2	1533	1533
746999	748915	2	1248	1248
749262	752180	2	878	878
752477	753850	2	1033	1033
754662	755048	2	1299	1299
755308	756231	2	794	794
756509	757225	2	1416	1416
757455	759590	2	651	651
760069	762993	1	664	664
763053	764918	2	10	10
765098	765629	1	1488	1488
765671	766245	1	1488	1488
766328	767239	1	378	378
767248	770913	2	962	962
771451	772677	1	387	387
772738	772810	2	1558	1558
772738	772810	2	1666	1666
773187	774230	1	1018	1018
774317	776146	1	1047	1047
776350	776422	1	1567	1567
776350	776422	1	1629	1629
776542	779379	2	978	978
779423	780751	2	978	978
781159	781231	1	1549	1549
781159	781231	1	1630	1630
781445	782854	2	59	59
785193	786017	1	1037	1037
786143	789046	2	215	215
789404	789410	1	344	344
789475	789746	1	344	344
790738	791631	2	316	316
791818	792984	1	19	19
793398	794462	1	13	13
794748	798482	1	138	138
798623	799525	1	373	373
799497	800534	2	401	401
800594	800678	2	401	401
800749	800831	2	401	401
801086	801667	1	369	369
802099	805152	1	911	911
806429	808639	1	692	692
808685	809608	2	1424	1424
809954	810748	1	171	171
810829	812178	2	586	586
812396	813196	2	1239	1239
813743	814483	2	1463	1463
814797	815117	1	777	777
815144	816232	2	823	823
816453	820703	1	1382	1382
820722	822194	2	195	195
822740	823987	2	780	780
824782	824855	2	1563	1563
824782	824855	2	1665	1665
825476	827110	1	1019	1019
827138	830494	2	1212	1212
830703	830945	1	1169	1169
831015	834080	2	356	356
834751	835701	1	768	768
836041	837369	1	955	955
837376	838338	2	713	713
838578	839786	1	670	670
839978	841684	1	497	497
841715	842887	2	590	590
843050	844324	1	1329	1329
844396	845877	2	735	735
846327	847172	1	1437	1437
847177	847839	2	1342	1342
848044	850899	1	184	184
850896	851603	2	716	716
852640	853431	1	864	864
854394	855005	1	1252	1252
855243	856163	1	153	153
856215	857324	2	976	976
858045	861791	1	561	561
861890	863926	2	926	926
864096	865022	1	1327	1327
865052	865756	2	567	567
865941	867215	2	29	29
867712	867933	2	65	65
868095	869873	1	1516	1516
869929	873783	2	1514	1514
873978	874667	1	930	930
874715	875287	2	517	517
875527	876657	2	1472	1472
877061	877408	1	1040	1040
877906	878256	1	679	679
878490	881690	1	272	272
882177	882823	2	1414	1414
882918	883014	2	1414	1414
883989	886439	1	1246	1246
886480	887703	2	245	245
887823	888911	2	1147	1147
889221	892793	1	657	657
892886	893439	2	483	483
893517	893535	2	483	483
894002	896713	1	770	770
896766	896999	2	1198	1198
897060	897722	2	1198	1198
897992	898645	1	909	909
898817	900505	1	224	224
900833	902809	1	959	959
902873	903358	2	436	436
903421	903429	2	436	436
904476	906479	1	449	449
906987	907808	1	27	27
907809	922661	2	1484	1484
923285	923395	2	1557	1557
923507	924004	2	212	212
924623	926896	2	1045	1045
927248	927865	2	1274	1274
928102	929235	1	1160	1160
929286	929837	2	877	877
929926	931158	2	287	287
931371	932226	2	237	237
932306	932325	2	237	237
932567	934996	1	942	942
935035	936537	2	109	109
936661	938274	2	752	752
938669	940765	1	1296	1296
941040	941708	1	923	923
942425	943705	1	482	482
943801	944913	2	423	423
945237	949853	2	1362	1362
950204	951568	2	711	711
951928	953709	2	1485	1485
953822	954560	2	386	386
954655	954728	2	386	386
954945	955152	2	1258	1258
955205	955347	2	1258	1258
955546	955549	1	448	448
955563	956539	1	448	448
956551	958731	2	764	764
959058	959585	2	775	775
959933	959998	1	130	130
960114	960230	2	1594	1594
960116	960220	1	130	130
961444	961987	2	292	292
962033	962061	2	292	292
963073	963144	1	1565	1565
963073	963144	1	1631	1631
963730	964836	1	225	225
965177	974563	1	808	808
974558	975670	2	731	731
975801	977468	1	843	843
977514	978296	1	1473	1473
978459	979250	1	1420	1420
979496	981910	1	409	409
983001	983003	1	124	124
983144	983872	1	124	124
984054	984563	2	93	93
985314	986357	1	544	544
986634	986637	1	1518	1518
986698	987458	1	1518	1518
987879	992795	1	380	380
992845	994539	2	745	745
995957	996466	1	444	444
996525	997487	2	9	9
997605	999329	2	924	924
999637	1001316	2	427	427
1001639	1003036	2	814	814
1003381	1004346	1	1391	1391
1004423	1005268	1	967	967
1005229	1006173	2	1154	1154
1006579	1007562	1	958	958
1007849	1010938	1	390	390
1011139	1012452	1	501	501
1012541	1012681	2	778	778
1012734	1012898	2	778	778
1013303	1014610	1	714	714
1014949	1015524	2	201	201
1015707	1016825	2	374	374
1016988	1020017	2	410	410
1020157	1021173	1	1188	1188
1021516	1022124	1	1278	1278
1022303	1022497	2	784	784
1022922	1024442	1	571	571
1024468	1026354	2	1369	1369
1026665	1027489	1	197	197
1027486	1029888	2	1436	1436
1030217	1033513	1	920	920
1033645	1034406	1	506	506
1034403	1035740	2	973	973
1036447	1037376	1	302	302
1037535	1038317	1	672	672
1038378	1040828	2	802	802
1041292	1041837	2	290	290
1042411	1042947	1	1014	1014
1043057	1044160	2	320	320
1044417	1047539	1	459	459
1047579	1052489	2	271	271
1052695	1052697	1	22	22
1052758	1053024	1	22	22
1053078	1053902	2	636	636
1054563	1055996	1	1194	1194
1056030	1056638	2	1108	1108
1056807	1057238	2	115	115
1057385	1058107	2	1328	1328
1058280	1058288	1	1079	1079
1058497	1058752	1	1079	1079
1058802	1059007	1	1079	1079
1059187	1059837	1	1110	1110
1059841	1061034	2	646	646
1061271	1061359	2	1593	1593
1061271	1061359	2	1664	1664
1061581	1063143	2	396	396
1063358	1064500	2	740	740
1064853	1067816	2	1158	1158
1068191	1068859	2	1103	1103
1068986	1069015	1	495	495
1069067	1070152	1	495	495
1070242	1076070	1	905	905
1076150	1076863	2	177	177
1077071	1077438	2	1469	1469
1077571	1077595	2	1469	1469
1079756	1081057	1	429	429
1081103	1081615	2	520	520
1081739	1082437	1	1104	1104
1082501	1082824	2	953	953
1083169	1083723	2	1365	1365
1083850	1084488	2	404	404
1084923	1085792	1	181	181
1086193	1087764	1	758	758
1087997	1089532	1	507	507
1089751	1090797	1	438	438
1090875	1091231	1	1150	1150
1091192	1093045	1	473	473
1093415	1094686	2	269	269
1095114	1097717	2	460	460
1098473	1098721	2	1238	1238
1099219	1100703	1	1331	1331
1100814	1101797	1	865	865
1102275	1103507	1	160	160
1103713	1105938	1	743	743
1106518	1108029	1	576	576
1108092	1108508	2	798	798
1108691	1109428	2	1429	1429
1109561	1110133	2	359	359
1110627	1111298	2	90	90
1111534	1112760	2	214	214
1113116	1114552	1	1224	1224
1114880	1116226	1	782	782
1116528	1120148	1	1100	1100
1120224	1121798	2	1038	1038
1122126	1122581	1	315	315
1122648	1123952	2	95	95
1124332	1125648	2	253	253
1126126	1126902	1	406	406
1126899	1128224	2	176	176
1128725	1130815	1	158	158
1131116	1132144	1	1268	1268
1132470	1132472	1	1517	1517
1132769	1133128	1	1517	1517
1133221	1136085	2	1099	1099
1136702	1136764	1	120	120
1136843	1137793	1	120	120
1137948	1138547	2	157	157
1138668	1138738	2	1576	1576
1138668	1138738	2	1663	1663
1139344	1139934	1	998	998
1139958	1141016	2	1501	1501
1141941	1142633	1	67	67
1142704	1144437	2	1292	1292
1145598	1146509	2	1349	1349
1146754	1147800	1	207	207
1148045	1150387	1	1490	1490
1150529	1150544	1	1330	1330
1150618	1151909	1	1330	1330
1151977	1156053	2	1058	1058
1156487	1156741	2	537	537
1158401	1159363	1	562	562
1159385	1162894	2	894	894
1163599	1163769	1	1057	1057
1163814	1164704	1	1057	1057
1164731	1166710	2	1272	1272
1167658	1167774	2	1579	1579
1167658	1167778	2	1615	1615
1168398	1168781	1	807	807
1168829	1169836	2	277	277
1170246	1171415	1	645	645
1171420	1172112	2	205	205
1172476	1173567	1	1098	1098
1173600	1175783	2	265	265
1176066	1176953	2	697	697
1178111	1179721	1	1217	1217
1179742	1182918	2	345	345
1183138	1183389	1	1181	1181
1183728	1184057	2	1363	1363
1184161	1185105	1	251	251
1185126	1186895	2	1536	1536
1187439	1187630	2	813	813
1187839	1188642	2	1175	1175
1188902	1189651	2	439	439
1189865	1191724	1	1201	1201
1191788	1192035	2	442	442
1192195	1192201	2	442	442
1192541	1193734	1	108	108
1193932	1195245	1	348	348
1195589	1196422	1	840	840
1196715	1200224	1	155	155
1200348	1201961	2	952	952
1202358	1202555	2	922	922
1204379	1205272	1	1412	1412
1205572	1209054	1	1167	1167
1209135	1209827	2	621	621
1210047	1210118	1	1610	1610
1210047	1210118	1	1632	1632
1210274	1210345	1	1561	1561
1210274	1210345	1	1633	1633
1210529	1211596	1	1385	1385
1211694	1212614	2	704	704
1212699	1213013	2	377	377
1213608	1214990	1	56	56
1215239	1215916	2	722	722
1216368	1216520	1	975	975
1216598	1218028	1	975	975
1218123	1219697	2	1184	1184
1220264	1221379	1	1206	1206
1221580	1222521	2	1405	1405
1223002	1224075	2	178	178
1224646	1225857	1	560	560
1226271	1226654	1	500	500
1226673	1227797	2	408	408
1228042	1228971	1	425	425
1229266	1229531	1	1504	1504
1229563	1231507	1	1504	1504
1231594	1236597	2	1048	1048
1237026	1237736	1	293	293
1238043	1238838	1	411	411
1238927	1239570	1	411	411
1239616	1240825	2	299	299
1240901	1240977	2	299	299
1241300	1241370	1	1574	1574
1241300	1241370	1	1634	1634
1241558	1241628	2	1609	1609
1241558	1241628	2	1662	1662
1241749	1242573	1	1203	1203
1242652	1243704	2	328	328
1243803	1243805	2	328	328
1244047	1247070	1	511	511
1247267	1247917	1	1304	1304
1248011	1249117	2	1448	1448
1249939	1250679	1	366	366
1251003	1251644	1	504	504
1251677	1253902	2	182	182
1254138	1255700	2	536	536
1255920	1256195	1	828	828
1256372	1257550	1	133	133
1257759	1259834	1	96	96
1261246	1262817	2	1374	1374
1263557	1264333	1	1529	1529
1264857	1266326	2	1243	1243
1266440	1266751	2	1243	1243
1268883	1269878	1	1531	1531
1271377	1271952	1	1534	1534
1272239	1272832	1	600	600
1272869	1273675	2	310	310
1274047	1274520	1	73	73
1274698	1275432	1	458	458
1275597	1277774	1	1428	1428
1278262	1278978	1	1187	1187
1279047	1280444	2	669	669
1280609	1282264	2	1524	1524
1282720	1284753	1	985	985
1285100	1286536	1	1129	1129
1286614	1289475	2	519	519
1290084	1291694	1	286	286
1291702	1293675	2	240	240
1294198	1296285	1	854	854
1296296	1297222	2	700	700
1298123	1302676	1	180	180
1302942	1304405	1	261	261
1304454	1306472	2	1255	1255
1306676	1307566	1	1136	1136
1308245	1310494	1	1173	1173
1310750	1312807	1	1171	1171
1313044	1313745	2	282	282
1313905	1314285	2	173	173
1314351	1314359	2	173	173
1315258	1317222	2	640	640
1318766	1319299	1	856	856
1319353	1320873	2	1219	1219
1321018	1324341	2	437	437
1324568	1324683	2	147	147
1324752	1324837	2	147	147
1324887	1324903	2	147	147
1325159	1326478	1	1041	1041
1326517	1327362	2	270	270
1327410	1328225	1	1253	1253
1329629	1330267	2	475	475
1330388	1331032	2	347	347
1331236	1332273	1	1267	1267
1332363	1333004	1	803	803
1333227	1334063	1	682	682
1334492	1335277	1	288	288
1335355	1336713	2	4	4
1337161	1337982	1	1297	1297
1338067	1339185	2	1156	1156
1339656	1339726	1	1573	1573
1339656	1339726	1	1635	1635
1339820	1340791	2	1230	1230
1341318	1341947	1	12	12
1341961	1342800	2	1027	1027
1343227	1345104	1	1012	1012
1345162	1345869	2	1222	1222
1346242	1346931	1	597	597
1347054	1350323	2	1411	1411
1351340	1352971	1	466	466
1353907	1354518	2	303	303
1354700	1355896	1	568	568
1356286	1356966	1	789	789
1357987	1359234	2	276	276
1359929	1360000	2	1572	1572
1359929	1360000	2	1661	1661
1360443	1362137	1	413	413
1362315	1363298	2	1261	1261
1363800	1364543	1	887	887
1364792	1365010	2	53	53
1365339	1365941	1	1178	1178
1366880	1367221	1	1381	1381
1368743	1369822	1	528	528
1370596	1371681	1	1495	1495
1371735	1379405	2	445	445
1379578	1380813	1	1083	1083
1381420	1381607	2	574	574
1381669	1381774	2	574	574
1381820	1381861	2	574	574
1382501	1382571	1	1575	1575
1382501	1382571	1	1636	1636
1382841	1384022	1	1134	1134
1384075	1385178	2	1193	1193
1387694	1388371	1	572	572
1388443	1389048	2	1196	1196
1389449	1390489	2	1061	1061
1390636	1393734	1	941	941
1394411	1395748	2	1078	1078
1395869	1396573	2	1364	1364
1396932	1398059	1	847	847
1398065	1398556	2	43	43
1398778	1400421	1	337	337
1404183	1404377	1	1359	1359
1409375	1409423	1	632	632
1409478	1409863	1	632	632
1410072	1411220	1	1332	1332
1411359	1412351	1	391	391
1412383	1412898	2	1163	1163
1413581	1415131	2	1487	1487
1415823	1417241	1	1283	1283
1417672	1418952	1	185	185
1418971	1420221	2	1202	1202
1420620	1422632	1	323	323
1422945	1424549	1	712	712
1426200	1427233	2	954	954
1427460	1427874	2	954	954
1428051	1431083	1	428	428
1431268	1432839	2	1470	1470
1433260	1433469	1	984	984
1433499	1434200	1	984	984
1434345	1437461	1	801	801
1437485	1439152	2	1125	1125
1439264	1440842	2	52	52
1440934	1441145	2	52	52
1441495	1441812	1	931	931
1442251	1443894	1	850	850
1443916	1448478	2	1410	1410
1448587	1448631	1	1221	1221
1448894	1449784	1	1221	1221
1449991	1453956	2	1280	1280
1454340	1455038	1	285	285
1455302	1456201	2	256	256
1456478	1456975	2	1070	1070
1457094	1458362	2	1293	1293
1458577	1458994	2	343	343
1459452	1459525	2	343	343
1459832	1462348	2	1174	1174
1462683	1463879	1	1357	1357
1464316	1465773	1	132	132
1475184	1476116	2	1397	1397
1476240	1478747	1	1360	1360
1479061	1480692	2	1085	1085
1481335	1483386	2	972	972
1483605	1484201	1	913	913
1484474	1484809	1	431	431
1485259	1486356	2	60	60
1487439	1489313	1	1092	1092
1489444	1490340	1	749	749
1490396	1490979	2	1323	1323
1491129	1491147	2	1323	1323
1491367	1493214	1	467	467
1493323	1494462	2	826	826
1495024	1495560	1	107	107
1496125	1498555	1	763	763
1498626	1498951	1	763	763
1499152	1499223	1	1546	1546
1499152	1499223	1	1637	1637
1499477	1500253	1	1030	1030
1500281	1501369	2	1530	1530
1501520	1502782	2	563	563
1503018	1503088	1	1605	1605
1503018	1503088	1	1638	1638
1503279	1509722	2	1105	1105
1509853	1510821	1	457	457
1510961	1512151	1	388	388
1512256	1513332	2	1211	1211
1514805	1516235	1	375	375
1517662	1519029	1	18	18
1519169	1519956	2	719	719
1520045	1521314	2	719	719
1521568	1523358	1	211	211
1523428	1523702	2	1539	1539
1523442	1523701	2	1612	1612
1523758	1524117	2	696	696
1524147	1524494	2	696	696
1524716	1526080	1	1180	1180
1526266	1527738	1	515	515
1527781	1528209	2	1216	1216
1528298	1528380	2	1587	1587
1528461	1528936	2	1216	1216
1529021	1529066	2	1216	1216
1529881	1531419	2	414	414
1532068	1535154	1	1132	1132
1535391	1537013	1	641	641
1537116	1537679	1	1387	1387
1537763	1540180	2	480	480
1540773	1540976	2	340	340
1541147	1541818	1	746	746
1541911	1542915	2	1427	1427
1543315	1544856	1	1139	1139
1544968	1547232	2	1477	1477
1547587	1548831	2	1426	1426
1549043	1550110	2	705	705
1550262	1551104	2	1053	1053
1551853	1553883	2	146	146
1554555	1555736	1	1000	1000
1555751	1557637	2	827	827
1557816	1559483	1	1423	1423
1559532	1561028	2	765	765
1561472	1562860	1	848	848
1562957	1563382	2	1137	1137
